Gene_name,KL_Temp19_SexF_Rep1,KL_Temp19_SexF_Rep2,KL_Temp19_SexF_Rep3,KL_Temp19_SexM_Rep1,KL_Temp19_SexM_Rep2,KL_Temp19_SexM_Rep3,KL_Temp6_SexF_Rep1,KL_Temp6_SexF_Rep2,KL_Temp6_SexF_Rep3,KL_Temp6_SexM_Rep1,KL_Temp6_SexM_Rep2,KL_Temp6_SexM_Rep3
augustus_masked-scaffold3912-size11215-abinit-gene-0.0,0,3,0,28,9,10,1,0,0,39,43,33
augustus_masked-scaffold392-size54795-abinit-gene-0.2,2513,3855,1715,4378,5296,3845,2322,2814,2011,5259,3556,6124
augustus_masked-scaffold392-size54795-abinit-gene-0.3,74,68,40,80,132,61,821,734,405,666,719,967
augustus_masked-scaffold39207-size361-abinit-gene-0.0,0,0,0,0,1,0,0,0,0,0,0,0
augustus_masked-scaffold393-size148640-abinit-gene-0.0,209,400,146,365,732,396,386,344,241,758,382,434
augustus_masked-scaffold393-size148640-abinit-gene-0.2,0,0,2,5191,3804,4568,1,1,0,3958,2676,3920
augustus_masked-scaffold393-size148640-abinit-gene-1.7,71,132,127,22,58,52,361,335,201,56,72,47
augustus_masked-scaffold393-size148640-abinit-gene-1.8,1424,3081,3270,2018,2866,2472,4433,4776,4121,3181,2078,2460
augustus_masked-scaffold3941-size8906-abinit-gene-0.0,866,1422,1263,1590,1795,1636,2481,1971,1821,2256,1409,1701
augustus_masked-scaffold3941-size8906-abinit-gene-0.1,428,529,472,625,613,529,433,410,366,499,332,490
augustus_masked-scaffold3949-size13792-abinit-gene-0.1,5857,9170,5485,7973,10783,8436,5280,6889,3804,8430,5143,6556
augustus_masked-scaffold395-size88303-abinit-gene-0.11,3909,3311,4161,2693,2608,2694,5704,4651,3672,3437,2701,3544
augustus_masked-scaffold395-size88303-abinit-gene-0.8,1301,1741,2085,650,553,1201,2223,1854,1462,530,554,819
augustus_masked-scaffold395-size88303-abinit-gene-0.9,8391,6972,10011,9422,8247,8991,12520,9134,7489,9678,6458,9163
augustus_masked-scaffold3956-size6918-abinit-gene-0.0,2,4,5,0,12,0,6,14,0,11,8,0
augustus_masked-scaffold3959-size4580-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,3,0
augustus_masked-scaffold396-size90325-abinit-gene-0.4,618,2176,934,1097,1369,1258,2252,3231,1817,1003,713,1006
augustus_masked-scaffold3966-size8895-abinit-gene-0.0,1178,1274,1617,1904,2338,1854,1632,1211,1234,1955,1335,1841
augustus_masked-scaffold3966-size8895-abinit-gene-0.1,867,1470,1937,2026,2717,2135,1986,1580,1653,2618,1823,2200
augustus_masked-scaffold3969-size5863-abinit-gene-0.2,104,237,106,88,113,96,102,150,163,240,173,165
augustus_masked-scaffold397-size33070-abinit-gene-0.0,1899,2147,3262,3811,4538,4239,3842,2613,2576,4226,3260,4008
augustus_masked-scaffold3976-size4551-abinit-gene-0.0,0,5,0,3694,2426,2754,0,0,1,2371,1852,2636
augustus_masked-scaffold398-size86402-abinit-gene-0.3,4,10,5,10678,10595,9635,3,8,2,9000,6270,8578
augustus_masked-scaffold3984-size14363-abinit-gene-0.0,269,467,511,91,153,117,687,545,519,213,125,100
augustus_masked-scaffold39866-size356-abinit-gene-0.0,967,1003,1471,236,271,274,1621,1221,1217,287,211,307
augustus_masked-scaffold399-size35148-abinit-gene-0.0,4560,2474,5352,1463,1224,1328,4033,2557,2275,1247,902,1242
augustus_masked-scaffold399-size35148-abinit-gene-0.1,781,941,1481,561,448,401,1842,1348,1631,389,269,470
augustus_masked-scaffold399-size35148-abinit-gene-0.2,4497,3529,5111,270,880,575,5419,4327,4334,847,590,770
augustus_masked-scaffold399-size35148-abinit-gene-0.6,30,181,93,253,186,239,434,340,387,271,218,203
augustus_masked-scaffold39937-size356-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold4-size143605-abinit-gene-0.0,5,21,8,5,24,0,2,8,3,14,9,8
augustus_masked-scaffold4-size143605-abinit-gene-0.3,3,2,0,5543,3917,5302,1,2,2,4376,2998,4608
augustus_masked-scaffold4-size143605-abinit-gene-1.0,0,0,0,62,41,80,0,0,0,54,40,44
augustus_masked-scaffold4-size143605-abinit-gene-1.3,2,4,2,14609,14550,13602,5,4,1,12995,9089,12389
augustus_masked-scaffold40-size175387-abinit-gene-0.4,1,0,0,2021,1960,2385,0,0,0,3222,3533,4813
augustus_masked-scaffold4002-size13430-abinit-gene-0.0,0,0,0,2,3,3,0,6,0,10,0,0
augustus_masked-scaffold401-size46888-abinit-gene-0.1,72,36,41,15,19,15,44,15,14,6,20,2
augustus_masked-scaffold401-size46888-abinit-gene-0.10,2218,1493,2605,548,494,632,2757,2087,1732,402,374,460
augustus_masked-scaffold401-size46888-abinit-gene-0.11,2420,2515,3083,1205,1419,1224,3906,2510,2568,1178,758,1076
augustus_masked-scaffold401-size46888-abinit-gene-0.12,3613,3865,6008,4835,5931,5292,5508,4284,3994,5560,3975,4896
augustus_masked-scaffold401-size46888-abinit-gene-0.3,38,38,13,64,74,26,133,80,73,220,80,130
augustus_masked-scaffold401-size46888-abinit-gene-0.6,52,24,11,43,54,82,5,10,30,34,28,42
augustus_masked-scaffold401-size46888-abinit-gene-0.9,1322,1205,2122,624,613,596,2242,1644,1453,545,481,543
augustus_masked-scaffold40136-size354-abinit-gene-0.0,101,145,98,7,0,3,188,262,95,237,191,382
augustus_masked-scaffold4016-size9817-abinit-gene-0.0,1693,1339,2222,558,494,604,2525,2020,1527,583,526,759
augustus_masked-scaffold402-size75919-abinit-gene-0.7,976,980,1567,402,521,390,1421,1090,1063,477,343,332
augustus_masked-scaffold4021-size13716-abinit-gene-0.1,1228,1351,2229,338,326,293,2332,1720,1902,322,186,180
augustus_masked-scaffold4024-size13681-abinit-gene-0.0,0,1,0,0,0,0,0,0,2,0,0,0
augustus_masked-scaffold4029-size6077-abinit-gene-0.1,156,150,250,33,38,35,314,235,231,61,26,42
augustus_masked-scaffold403-size50949-abinit-gene-0.0,42,55,43,99,75,99,31,19,12,42,37,49
augustus_masked-scaffold40317-size353-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold4048-size9814-abinit-gene-0.0,0,1,5,139,129,124,0,0,0,117,57,117
augustus_masked-scaffold405-size107091-abinit-gene-0.0,1,0,2,13560,12442,13412,4,5,4,11449,8351,12718
augustus_masked-scaffold405-size107091-abinit-gene-0.1,3,3,7,28393,22539,24473,6,2,6,25368,18726,28648
augustus_masked-scaffold405-size107091-abinit-gene-0.2,543,1399,852,189,264,220,1590,1508,1427,329,220,242
augustus_masked-scaffold405-size107091-abinit-gene-0.3,591,1227,356,853,1671,935,2192,2750,1985,2509,1170,1670
augustus_masked-scaffold405-size107091-abinit-gene-0.5,2789,2680,3648,363,417,414,4083,2827,2590,545,347,563
augustus_masked-scaffold4051-size4408-abinit-gene-0.0,1427,1502,2572,73,118,63,2915,1896,2119,124,69,104
augustus_masked-scaffold40628-size351-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold4068-size4361-abinit-gene-0.0,2587,3168,4998,2598,3201,2635,5475,4263,4203,3569,2676,3249
augustus_masked-scaffold409-size75298-abinit-gene-0.0,0,0,1,4608,5105,4355,7,1,2,4270,3056,3919
augustus_masked-scaffold409-size75298-abinit-gene-0.3,0,0,1,1,2,3,2,2,4,0,0,0
augustus_masked-scaffold409-size75298-abinit-gene-0.4,3,3,6,18086,22456,19664,8,4,2,19478,14158,19762
augustus_masked-scaffold40949-size349-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold41-size76970-abinit-gene-0.0,236,139,330,422,627,567,108,85,65,549,370,431
augustus_masked-scaffold41-size76970-abinit-gene-0.11,1402,1715,1989,1130,1179,1254,2204,1915,1630,1025,922,1019
augustus_masked-scaffold41-size76970-abinit-gene-0.8,2109,2226,3402,923,1052,1083,3557,2465,2478,1262,766,1060
augustus_masked-scaffold410-size62566-abinit-gene-0.2,2898,1872,3739,251,396,368,3185,2120,2139,271,212,208
augustus_masked-scaffold410-size62566-abinit-gene-0.3,2976,1540,3244,108,196,124,2873,1818,1672,61,55,48
augustus_masked-scaffold4106-size13331-abinit-gene-0.1,798,1138,918,2587,1937,2130,1077,810,676,1941,1386,1972
augustus_masked-scaffold4106-size13331-abinit-gene-0.3,1,1,5,1317,1156,1085,1,4,1,1175,757,992
augustus_masked-scaffold4107-size6992-abinit-gene-0.0,0,12,2,0,0,0,7,10,3,7,0,1
augustus_masked-scaffold412-size42180-abinit-gene-0.0,1,0,0,1520,1915,1870,3,2,2,1333,1257,2361
augustus_masked-scaffold4120-size4284-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold4124-size12261-abinit-gene-0.0,2700,4846,2835,2182,1894,1662,850,1387,930,1042,811,998
augustus_masked-scaffold413-size104752-abinit-gene-0.17,0,0,0,2,1,5,0,0,1,0,4,0
augustus_masked-scaffold413-size104752-abinit-gene-0.2,4438,4101,4601,2899,2948,2710,4925,4405,3346,4082,2186,3323
augustus_masked-scaffold413-size104752-abinit-gene-0.4,4013,2860,5209,1416,1399,1505,5503,3744,3279,1454,1211,1326
augustus_masked-scaffold413-size104752-abinit-gene-0.6,1236,545,1391,256,316,316,1182,703,885,274,167,252
augustus_masked-scaffold413-size104752-abinit-gene-0.7,61,83,70,99,142,213,33,30,29,63,38,44
augustus_masked-scaffold4136-size8252-abinit-gene-0.0,0,0,0,509,437,536,0,0,0,379,292,409
augustus_masked-scaffold414-size31600-abinit-gene-0.0,0,5,0,0,0,0,4,0,1,1,0,1
augustus_masked-scaffold4140-size20121-abinit-gene-0.2,10,6,0,27,9,7,7,2,4,18,7,9
augustus_masked-scaffold416-size36356-abinit-gene-0.4,975,863,1512,183,272,306,1344,965,916,354,261,302
augustus_masked-scaffold416-size36356-abinit-gene-0.9,3717,3524,4320,3759,3897,3761,4616,3206,2866,3256,2444,3000
augustus_masked-scaffold4163-size14663-abinit-gene-0.1,1,0,0,1503,1405,1436,0,0,3,1301,835,1306
augustus_masked-scaffold4166-size4205-abinit-gene-0.0,260,139,473,7067,7559,6706,582,289,70,7790,5894,6973
augustus_masked-scaffold4171-size14675-abinit-gene-0.0,1,13,1,2964,3111,2305,2,2,0,2674,1838,2481
augustus_masked-scaffold41721-size343-abinit-gene-0.0,337,398,754,180,172,208,737,668,642,164,142,167
augustus_masked-scaffold418-size60252-abinit-gene-0.1,1220,741,1724,14,18,15,1081,714,616,6,0,3
augustus_masked-scaffold418-size60252-abinit-gene-0.8,0,0,1,2474,2038,2101,0,4,0,1877,1306,1866
augustus_masked-scaffold41837-size342-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold4184-size5429-abinit-gene-0.0,3852,4674,4960,3713,4523,3649,7888,6719,6026,5288,3564,4316
augustus_masked-scaffold419-size140910-abinit-gene-0.2,930,727,1413,266,271,344,937,697,712,260,172,213
augustus_masked-scaffold419-size140910-abinit-gene-0.4,900,583,963,270,272,226,893,666,583,224,201,190
augustus_masked-scaffold419-size140910-abinit-gene-0.5,1828,1884,2352,1020,1287,1070,2901,2064,1966,1367,844,1195
augustus_masked-scaffold419-size140910-abinit-gene-0.6,735,868,1435,661,911,816,1331,997,1061,761,470,700
augustus_masked-scaffold419-size140910-abinit-gene-1.0,4500,5739,6356,5174,5846,4738,6333,4967,4307,4827,3026,3954
augustus_masked-scaffold419-size140910-abinit-gene-1.3,935,1303,1076,374,420,496,1300,944,783,214,174,214
augustus_masked-scaffold42-size62576-abinit-gene-0.0,4527,9570,6136,5882,5417,6034,16568,10910,9993,17647,9874,11883
augustus_masked-scaffold42028-size341-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold42097-size341-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold421-size227517-abinit-gene-1.0,1,0,4,16284,13280,15451,5,2,2,12171,8685,12410
augustus_masked-scaffold421-size227517-abinit-gene-1.3,2,9,8,20504,17907,19135,13,12,7,15308,11710,17004
augustus_masked-scaffold421-size227517-abinit-gene-1.6,1282,2038,1180,1800,1850,1650,1583,1537,1034,1627,1218,1822
augustus_masked-scaffold421-size227517-abinit-gene-1.7,0,0,1,0,0,0,0,0,0,1,0,0
augustus_masked-scaffold421-size227517-abinit-gene-2.0,0,1,0,911,645,979,0,1,0,634,401,595
augustus_masked-scaffold421-size227517-abinit-gene-2.4,1,0,2,5912,4667,5621,0,3,2,4518,3062,5015
augustus_masked-scaffold4216-size16647-abinit-gene-0.0,0,2,0,2275,2342,2446,1,1,1,1906,1342,1852
augustus_masked-scaffold423-size100378-abinit-gene-0.1,1860,2623,1506,3813,4443,3368,1878,1799,1304,3037,1888,3290
augustus_masked-scaffold423-size100378-abinit-gene-0.10,1364,1858,2995,315,457,334,3610,2683,3086,513,414,420
augustus_masked-scaffold423-size100378-abinit-gene-0.11,3,1,0,0,55,22,0,0,0,2,0,11
augustus_masked-scaffold423-size100378-abinit-gene-0.2,52,41,33,152,73,90,283,116,128,185,114,139
augustus_masked-scaffold423-size100378-abinit-gene-0.6,25889,16017,31228,3075,2437,2923,33083,21587,19031,4200,2998,4212
augustus_masked-scaffold423-size100378-abinit-gene-0.8,0,1,1,3557,3269,3318,1,0,0,2979,1927,2936
augustus_masked-scaffold424-size31370-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold424-size31370-abinit-gene-0.1,5113,17113,3671,8763,14340,8706,5791,10006,5959,12780,7069,10951
augustus_masked-scaffold4243-size8485-abinit-gene-0.0,0,0,3,7001,6417,6276,7,5,0,5963,4132,5399
augustus_masked-scaffold4256-size4059-abinit-gene-0.0,160,161,101,236,187,142,97,195,53,166,57,100
augustus_masked-scaffold426-size98865-abinit-gene-0.16,0,4,0,3,1,8,1,5,0,2,18,1
augustus_masked-scaffold426-size98865-abinit-gene-0.17,1363,1533,2413,1600,1782,1668,2714,2119,1940,1661,1300,1691
augustus_masked-scaffold426-size98865-abinit-gene-0.5,2187,2086,3106,2954,2672,2546,3446,2350,2005,1879,1550,2236
augustus_masked-scaffold426-size98865-abinit-gene-0.7,9272,6284,13450,1609,1646,1610,10362,6402,6701,1583,1107,1491
augustus_masked-scaffold426-size98865-abinit-gene-0.8,3469,3868,4245,3532,3200,3385,5967,4925,3719,3364,2851,3692
augustus_masked-scaffold4268-size4030-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold4274-size6405-abinit-gene-0.1,417,400,520,309,422,312,643,469,474,511,289,423
augustus_masked-scaffold4278-size6475-abinit-gene-0.0,750,911,1482,327,474,372,1801,1616,1266,563,363,396
augustus_masked-scaffold428-size133822-abinit-gene-1.7,642,890,972,403,2245,440,3346,4343,2581,2727,1849,2745
augustus_masked-scaffold428-size133822-abinit-gene-1.8,62,47,53,12,198,29,158,214,84,222,77,333
augustus_masked-scaffold428-size133822-abinit-gene-1.9,789,12,40,161,59,138,86,148,54,69,116,107
augustus_masked-scaffold4280-size7273-abinit-gene-0.0,70,56,71,15,11,15,5491,2428,2258,19,6,18
augustus_masked-scaffold429-size111872-abinit-gene-0.0,1925,3005,4395,1882,2761,2358,6078,4475,4262,2936,2297,2205
augustus_masked-scaffold429-size111872-abinit-gene-0.3,1,0,0,1367,1536,1401,58,0,38,1219,897,1151
augustus_masked-scaffold429-size111872-abinit-gene-0.5,1112,1809,1073,1960,972,1331,1803,1201,2030,1275,717,1110
augustus_masked-scaffold429-size111872-abinit-gene-0.7,6928,6533,9996,5148,5303,4518,11962,7807,7928,5976,3449,4572
augustus_masked-scaffold42930-size335-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold43-size134806-abinit-gene-0.2,4945,4284,6884,5137,5706,5467,7127,4805,4709,4505,3881,5946
augustus_masked-scaffold43-size134806-abinit-gene-0.3,120,85,20,234,181,302,186,189,207,405,242,536
augustus_masked-scaffold43-size134806-abinit-gene-0.4,277,708,330,611,891,657,377,354,281,649,287,483
augustus_masked-scaffold430-size34004-abinit-gene-0.7,2027,1398,2585,5030,2413,4627,2181,1569,1198,902,634,842
augustus_masked-scaffold431-size121241-abinit-gene-0.1,25706,37070,31271,16513,18977,15916,31871,27896,24276,17342,10339,15218
augustus_masked-scaffold431-size121241-abinit-gene-0.11,3097,3241,4345,8403,9162,8021,4015,2851,2929,7291,4960,6912
augustus_masked-scaffold431-size121241-abinit-gene-0.12,25,72,32,60,103,51,84,86,95,94,58,62
augustus_masked-scaffold431-size121241-abinit-gene-0.2,3560,3112,4318,3694,4195,2915,4611,3604,2989,3091,2388,2701
augustus_masked-scaffold431-size121241-abinit-gene-0.3,461,361,446,1047,787,919,426,328,231,882,661,749
augustus_masked-scaffold431-size121241-abinit-gene-0.6,1699,1215,2358,299,215,242,1975,1637,1440,406,255,298
augustus_masked-scaffold431-size121241-abinit-gene-0.7,0,2,0,41,0,0,0,0,0,2,0,0
augustus_masked-scaffold431-size121241-abinit-gene-0.8,13589,10203,20387,21,34,10,18902,12546,11613,27,7,17
augustus_masked-scaffold432-size79574-abinit-gene-0.0,0,1,1,4781,4002,4788,1,1,0,3510,3007,4417
augustus_masked-scaffold432-size79574-abinit-gene-0.1,2,7,6,30767,34287,35569,9,7,3,23980,20068,29332
augustus_masked-scaffold432-size79574-abinit-gene-0.2,0,1,0,1,0,0,1,0,0,1,0,2
augustus_masked-scaffold4320-size3950-abinit-gene-0.0,12132,11081,15034,4229,4675,4697,19740,14001,11459,5821,4200,5144
augustus_masked-scaffold4328-size8793-abinit-gene-0.0,4812,13731,14002,20412,26478,24126,12138,18839,10390,24276,16300,18121
augustus_masked-scaffold433-size71717-abinit-gene-0.1,1,0,2,1474,1129,1555,1,0,0,1112,932,1347
augustus_masked-scaffold433-size71717-abinit-gene-0.2,0,1,5,4430,3634,4188,3,0,1,3642,2457,3824
augustus_masked-scaffold433-size71717-abinit-gene-0.3,73,167,97,3562,4690,3749,197,325,177,3528,2821,3169
augustus_masked-scaffold433-size71717-abinit-gene-0.6,0,2,1,2624,2660,2372,2,1,2,2620,2058,2522
augustus_masked-scaffold434-size46478-abinit-gene-0.0,0,11,0,1,2,3,0,0,0,1,1,3
augustus_masked-scaffold4340-size5214-abinit-gene-0.0,3326,2658,3922,970,856,910,4382,3426,2703,1205,909,1131
augustus_masked-scaffold4342-size9551-abinit-gene-0.0,5,21,0,14,7,20,6,10,8,10,13,8
augustus_masked-scaffold435-size61576-abinit-gene-0.2,2706,3026,3651,2108,2354,2272,4257,3109,2912,1683,1219,1685
augustus_masked-scaffold43639-size331-abinit-gene-0.0,292,389,651,86,151,72,710,552,423,134,104,122
augustus_masked-scaffold43673-size331-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold437-size119360-abinit-gene-0.0,7,6,2,14756,13925,13549,3,6,3,12228,8765,13393
augustus_masked-scaffold437-size119360-abinit-gene-1.5,63,144,52,133,138,111,47,21,44,74,48,52
augustus_masked-scaffold438-size69364-abinit-gene-0.16,933,1420,998,1979,2155,2121,1319,1213,806,1545,895,1495
augustus_masked-scaffold438-size69364-abinit-gene-0.2,2689,2047,3365,904,1039,1130,3089,2136,1948,933,637,777
augustus_masked-scaffold438-size69364-abinit-gene-0.9,5377,6369,6179,7607,7213,8835,2914,2515,2279,2263,2237,3353
augustus_masked-scaffold4380-size12240-abinit-gene-0.0,0,0,0,113,56,87,0,0,0,71,66,116
augustus_masked-scaffold4380-size12240-abinit-gene-0.1,0,0,0,441,274,406,0,0,0,300,235,273
augustus_masked-scaffold439-size36912-abinit-gene-0.2,780,926,1167,790,646,724,1138,835,681,676,424,640
augustus_masked-scaffold439-size36912-abinit-gene-0.7,3865,3695,4310,6117,5486,6218,4326,3122,2539,5031,3940,5725
augustus_masked-scaffold439-size36912-abinit-gene-0.9,539,517,689,277,259,231,747,522,432,226,197,208
augustus_masked-scaffold43913-size329-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold44-size107355-abinit-gene-0.0,591,394,768,2871,2665,2714,693,427,358,2397,1639,2416
augustus_masked-scaffold44-size107355-abinit-gene-0.10,3402,2245,3729,2466,2188,2539,4245,3109,2315,2428,1985,2401
augustus_masked-scaffold44-size107355-abinit-gene-0.4,3406,4073,4416,5979,5730,5972,6330,5215,4168,5465,3475,4638
augustus_masked-scaffold44-size107355-abinit-gene-0.5,2684,2787,3904,9190,8252,9670,2817,1938,1753,3475,2695,3702
augustus_masked-scaffold44-size107355-abinit-gene-0.6,4710,6841,9285,2258,2790,2129,9592,7420,7783,2695,1982,2338
augustus_masked-scaffold44-size107355-abinit-gene-0.7,14,19,21,25,31,26,32,18,49,31,31,19
augustus_masked-scaffold4405-size8482-abinit-gene-0.0,2,7,5,2,4,2,21,27,4,4,3,1
augustus_masked-scaffold4405-size8482-abinit-gene-0.1,0,0,0,562,413,569,0,0,0,453,224,418
augustus_masked-scaffold441-size104270-abinit-gene-0.1,76,263,98,325,425,265,573,524,354,568,361,459
augustus_masked-scaffold441-size104270-abinit-gene-0.2,149,263,109,181,235,223,136,172,106,233,124,233
augustus_masked-scaffold442-size36621-abinit-gene-0.0,566,967,1183,1024,930,873,1565,1746,1251,1904,1192,1422
augustus_masked-scaffold4436-size10155-abinit-gene-0.1,0,2,0,649,637,635,1,0,0,590,600,729
augustus_masked-scaffold4446-size5025-abinit-gene-0.0,185,469,313,231,221,233,392,379,210,303,203,235
augustus_masked-scaffold445-size81293-abinit-gene-0.2,0,0,0,0,0,0,0,0,0,4,0,0
augustus_masked-scaffold445-size81293-abinit-gene-0.7,0,0,0,0,0,1,11,0,0,3,0,0
augustus_masked-scaffold445-size81293-abinit-gene-0.8,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold445-size81293-abinit-gene-0.9,0,2,0,150,155,207,1,0,0,155,113,119
augustus_masked-scaffold44502-size326-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold4456-size6280-abinit-gene-0.0,28,38,69,1236,1475,1585,37,21,30,1390,1003,1083
augustus_masked-scaffold446-size112167-abinit-gene-0.3,2237,2220,3334,1148,1096,1096,3689,2660,2461,1243,781,1066
augustus_masked-scaffold446-size112167-abinit-gene-0.4,1756,1173,2349,551,666,607,1903,1259,1121,442,278,474
augustus_masked-scaffold446-size112167-abinit-gene-1.1,4695,5071,5084,7776,6843,7234,5981,4775,3670,7514,4791,7393
augustus_masked-scaffold446-size112167-abinit-gene-1.2,2,3,0,20,15,13,9,3,8,53,19,23
augustus_masked-scaffold44616-size325-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold44635-size325-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold4464-size12342-abinit-gene-0.1,31,48,18,0,0,0,50,27,45,0,0,0
augustus_masked-scaffold44688-size324-abinit-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
augustus_masked-scaffold447-size68240-abinit-gene-0.5,2923,3421,3542,2496,2669,2699,3904,3740,2993,3580,2173,3196
augustus_masked-scaffold447-size68240-abinit-gene-0.6,2131,1599,2883,297,242,225,2895,2067,1796,388,321,391
augustus_masked-scaffold4483-size3743-abinit-gene-0.0,0,0,3,3287,3034,3175,2,0,6,2485,1943,2611
augustus_masked-scaffold449-size30481-abinit-gene-0.0,0,0,0,6,0,0,0,0,0,4,0,0
augustus_masked-scaffold449-size30481-abinit-gene-0.7,6981,10480,8889,23318,26596,24998,11936,10436,5551,26226,15788,11378
augustus_masked-scaffold45-size278787-abinit-gene-0.0,0,0,3,0,0,1,1,0,0,0,0,0
augustus_masked-scaffold45-size278787-abinit-gene-0.1,4,2,2,8274,8598,7759,2,2,1,7176,4671,6720
augustus_masked-scaffold45-size278787-abinit-gene-0.14,8,1,2,4825,4773,4862,0,3,2,3485,2873,3682
